iter	Logloss
0	0.4370450445
1	0.2810501189
2	0.1680792964
3	0.1006466054
4	0.06289530503
5	0.04020260281
6	0.02701691738
7	0.01916223789
8	0.01365626643
9	0.01045489745
10	0.008345896028
11	0.006739708945
12	0.005636626817
13	0.004928232181
14	0.004359439287
15	0.003966537789
16	0.003691742648
17	0.003459275854
18	0.003273875063
19	0.003084970666
20	0.002940873401
21	0.002848997073
22	0.002752847324
23	0.002711619009
24	0.002640530841
25	0.002565635729
26	0.00251469003
27	0.002473899899
28	0.002428330745
29	0.002400635401
30	0.002372148138
31	0.002325874696
32	0.002310593367
33	0.002275279734
34	0.002247865988
35	0.002224890391
36	0.002202365962
37	0.002183574281
38	0.002158622813
39	0.002144975956
40	0.002126155992
41	0.002113746666
42	0.002091820982
43	0.002079603926
44	0.00207218299
45	0.002057690232
46	0.002045461375
47	0.00203377082
48	0.002020020898
49	0.002006604916
50	0.001992699051
51	0.001986430294
52	0.001966801512
53	0.001955293871
54	0.001943815473
55	0.001934119795
56	0.001922174836
57	0.001908420274
58	0.001895618433
59	0.001889714449
60	0.001885223057
61	0.001876504605
62	0.001868611523
63	0.001864153165
64	0.001853634416
65	0.001846674491
66	0.001843679264
67	0.001834481337
68	0.001828545942
69	0.001823943577
70	0.001811183575
71	0.001791146865
72	0.001781057989
73	0.001777201238
74	0.001769925812
75	0.001758174847
76	0.001749599841
77	0.001746962312
78	0.001743437621
79	0.001733546024
80	0.001719230376
81	0.001711842706
82	0.001700349029
83	0.00169102048
84	0.001687134052
85	0.00167969194
86	0.00167693361
87	0.00166880214
88	0.001659066752
89	0.001653216521
90	0.001645593568
91	0.001642218265
92	0.001628134899
93	0.001614240526
94	0.001605024222
95	0.001597728556
96	0.001590406161
97	0.001581234151
98	0.001565692847
99	0.001556817953
100	0.001542283874
101	0.001528546715
102	0.001522744833
103	0.001513974015
104	0.001507280559
105	0.001489804221
106	0.001476478483
107	0.001471676194
108	0.001464725771
109	0.001457054981
110	0.001443932145
111	0.00143632396
112	0.001429524698
113	0.001421443309
114	0.001415745157
115	0.001410448499
116	0.001401299908
117	0.001388447919
118	0.001382752018
119	0.001366959194
120	0.001362870634
121	0.001352943813
122	0.001339790895
123	0.001338231007
124	0.001332949796
125	0.001322280286
126	0.001319104394
127	0.001310088488
128	0.001308166862
129	0.001303984703
130	0.001298267566
131	0.001295319285
132	0.001293435036
133	0.001277410654
134	0.001268625463
135	0.001266276583
136	0.001261735367
137	0.001252700169
138	0.001245668625
139	0.001243759468
140	0.001242446542
141	0.00123406616
142	0.001229642892
143	0.001227773734
144	0.001223968324
145	0.001217326361
146	0.001207195343
147	0.001199762139
148	0.001198069522
149	0.001188803949
150	0.001187540331
151	0.001178340655
152	0.001176851556
153	0.001166769999
154	0.001161223742
155	0.001157794618
156	0.001153363799
157	0.00114458325
158	0.001142817242
159	0.00114184871
160	0.001141345432
161	0.001137590606
162	0.001131958761
163	0.001127721189
164	0.001126359058
165	0.00112579272
166	0.001122839059
167	0.001117490212
168	0.001111168214
169	0.001107792357
170	0.001104492475
171	0.001103964908
172	0.001100680525
173	0.00109773878
174	0.001095152857
175	0.001092122332
176	0.00108861294
177	0.001088061772
178	0.001083038971
179	0.001078754512
180	0.00107377084
181	0.001068958193
182	0.001062758583
183	0.001058576947
184	0.001057090525
185	0.001050921061
186	0.001047064361
187	0.001043506629
188	0.001040682041
189	0.001037983998
190	0.001036124151
191	0.001033567417
192	0.001030891472
193	0.001020059427
194	0.001015404928
195	0.001012726306
196	0.001005739895
197	0.001005314335
198	0.001002785595
199	0.0009998706087
200	0.0009965626698
201	0.0009941283115
202	0.0009920905951
203	0.0009899997422
204	0.0009876492723
205	0.0009791208011
206	0.000974987797
207	0.0009700832392
208	0.0009676232322
209	0.0009658137842
210	0.0009631697096
211	0.000960146741
212	0.0009580341092
213	0.0009554005429
214	0.0009477813046
215	0.0009461819518
216	0.0009442783813
217	0.0009405777198
218	0.0009376304007
219	0.0009352959065
220	0.0009318488763
221	0.0009281380307
222	0.0009244502255
223	0.0009197647738
224	0.0009179854812
225	0.0009176248802
226	0.000910979665
227	0.0009073010531
228	0.0009007119188
229	0.0008970362676
230	0.0008903049502
231	0.0008877320716
232	0.0008838935508
233	0.0008820986194
234	0.000878921086
235	0.0008758208769
236	0.0008741768723
237	0.0008727673215
238	0.0008699918749
239	0.0008680845107
240	0.0008649732027
241	0.0008601721591
242	0.0008580817442
243	0.0008541751715
244	0.0008528905317
245	0.0008512614071
246	0.000849305472
247	0.0008459064258
248	0.0008408134605
249	0.0008396488544
250	0.0008337290119
251	0.0008309371077
252	0.0008295827709
253	0.0008274396314
254	0.0008233060007
255	0.0008221018507
256	0.0008200642712
257	0.0008176772397
258	0.0008029628754
259	0.0007989416248
260	0.0007966683329
261	0.0007938927579
262	0.0007920060142
263	0.0007910794987
264	0.0007875855468
265	0.0007858016382
266	0.0007821497599
267	0.000781020072
268	0.0007808202641
269	0.0007769762302
270	0.0007767959719
271	0.0007748490519
272	0.0007715402321
273	0.0007682091612
274	0.0007659833476
275	0.0007609578132
276	0.0007595805967
277	0.0007574998434
278	0.000757191364
279	0.0007547392099
280	0.0007501928845
281	0.0007471034494
282	0.0007445557619
283	0.0007429787704
284	0.0007401489485
285	0.0007385599416
286	0.0007339508188
287	0.0007332488039
288	0.0007295471612
289	0.0007268321286
290	0.0007245342251
291	0.0007228772351
292	0.0007117598358
293	0.0007097574263
294	0.0007074940934
295	0.0007060319413
296	0.0006990480608
297	0.0006976216666
298	0.0006912458972
299	0.0006899458417
300	0.0006841155007
301	0.000682622503
302	0.0006796059058
303	0.0006742004358
304	0.000672840133
305	0.0006678721742
306	0.0006669033485
307	0.0006650572011
308	0.0006639493047
309	0.0006615966956
310	0.0006613588348
311	0.0006584007775
312	0.0006568809865
313	0.0006548890478
314	0.0006501591872
315	0.0006455667771
316	0.0006428438583
317	0.0006384934009
318	0.0006379492243
319	0.0006340537535
320	0.0006300837954
321	0.000629860149
322	0.0006280897711
323	0.0006261380044
324	0.0006229142987
325	0.0006189517092
326	0.0006147663249
327	0.0006108959638
328	0.0006080916412
329	0.0006056863432
330	0.000602155278
331	0.000599401344
332	0.0005956861691
333	0.0005927359706
334	0.000589292951
335	0.000585690631
336	0.0005835935822
337	0.0005801783814
338	0.0005785608326
339	0.0005753223607
340	0.0005736578403
341	0.0005705978691
342	0.0005696646438
343	0.0005682402242
344	0.0005669792868
345	0.0005640294762
346	0.0005613228775
347	0.0005606941409
348	0.0005587322184
349	0.0005566062899
350	0.0005560734623
351	0.0005547669154
352	0.0005532628095
353	0.0005495251445
354	0.0005472009478
355	0.0005457256458
356	0.0005436077097
357	0.0005397439047
358	0.000538692209
359	0.0005351972459
360	0.0005335830096
361	0.0005319231892
362	0.0005298024985
363	0.0005267943039
364	0.0005241415809
365	0.0005220904222
366	0.0005188902509
367	0.0005152915628
368	0.0005134654949
369	0.0005103863392
370	0.0005073105902
371	0.0005052344865
372	0.0005030263804
373	0.0005002853893
374	0.0004980899259
375	0.0004964598497
376	0.0004938135549
377	0.0004930537457
378	0.0004897608983
379	0.0004829381625
380	0.0004791619223
381	0.0004782372239
382	0.0004764842166
383	0.0004725931151
384	0.0004707930706
385	0.0004693922174
386	0.0004658260898
387	0.00046474066
388	0.0004642986207
389	0.0004637190486
390	0.000462618072
391	0.0004605853645
392	0.000458821511
393	0.0004586556217
394	0.0004572743884
395	0.0004560550526
396	0.0004534961708
397	0.0004507725947
398	0.0004489264584
399	0.0004485146004
400	0.0004480278332
401	0.0004478835376
402	0.0004458006442
403	0.0004450069315
404	0.0004427398962
405	0.0004399891984
406	0.0004396260889
407	0.0004379693939
408	0.0004367610911
409	0.0004350460421
410	0.0004343142047
411	0.0004316445644
412	0.0004310546653
413	0.0004294937138
414	0.0004281787503
415	0.0004259810442
416	0.0004258809008
417	0.0004250096026
418	0.0004225641178
419	0.0004219997923
420	0.0004205150787
421	0.000420415998
422	0.0004186759358
423	0.0004162280186
424	0.0004142772313
425	0.0004127760404
426	0.0004095578221
427	0.0004078738283
428	0.0004054254949
429	0.0004047425779
430	0.0004014848996
431	0.0004002692784
432	0.0003990587652
433	0.0003984781753
434	0.000397252607
435	0.0003931279348
436	0.0003903312648
437	0.0003883672875
438	0.0003861689952
439	0.0003853875877
440	0.0003845640159
441	0.0003831367748
442	0.0003806513268
443	0.0003803607161
444	0.0003791602992
445	0.0003768183922
446	0.0003751734953
447	0.0003738691317
448	0.0003729465317
449	0.0003706123933
450	0.0003684765319
451	0.000364508554
